Duration_of_Credit_monthly,Credit_Amount,Instalment_per_cent,Duration_in_Current_address,Age_years,No_of_Credits_at_this_Bank,No_of_dependents,Purpose_0,Purpose_1,Purpose_2,Purpose_3,Purpose_4,Purpose_5,Purpose_6,Purpose_8,Purpose_9,Purpose_10,Sex_Marital_Status_1,Sex_Marital_Status_2,Sex_Marital_Status_3,Sex_Marital_Status_4,Guarantors_1,Guarantors_2,Guarantors_3,Type_of_apartment_1,Type_of_apartment_2,Type_of_apartment_3,Telephone_1,Telephone_2,Foreign_Worker_1,Foreign_Worker_2,Account_Balance,Payment_Status_of_Previous_Credit,Value_Savings_Stocks,Length_of_current_employment,Most_valuable_available_asset,Concurrent_Credits,Occupation,Creditability
-0.7401299936018819,-0.5502073180955487,0.03242381654469148,-1.682152348094709,-0.05654719882581,-0.6978048197587581,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,1
-0.7401299936018819,-0.22512255647336735,-0.8620262950330072,-1.682152348094709,0.5512537866339543,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1
-0.7401299936018819,-0.38603407727632,0.9268739281223902,1.0219103681995318,1.419540908719332,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,1
-0.7401299936018819,-0.7593198124723588,0.9268739281223902,0.12055612943478493,-0.5775194720770366,1.0576790035337154,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,1
0.26244485310025806,-0.09936512917916789,0.03242381654469148,1.0219103681995318,2.3746567430132473,-0.6978048197587581,2.312835132301122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,1
0.26244485310025806,-0.4983822111702734,0.9268739281223902,-0.780798109329962,-0.4906907598684988,-0.6978048197587581,2.312835132301122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0
2.267594546504538,1.377469211523607,-1.756476406610706,-1.682152348094709,-0.14337591103434777,1.0576790035337154,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0
-0.5730341858181919,2.0946852017691997,-1.756476406610706,1.0219103681995318,0.8117399232595676,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,3.0,0
1.265019699802398,0.15287455207951461,-1.756476406610706,-0.780798109329962,0.11711022559126552,-0.6978048197587581,2.312835132301122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1
0.26244485310025806,-0.7064074655416581,0.9268739281223902,-0.780798109329962,-0.6643481842855743,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,1
0.26244485310025806,-0.6266765318104653,0.9268739281223902,1.0219103681995318,0.4644250744254166,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,4.0,0.0,2.0,1.0,1
-0.907225801385572,-0.12690854264994356,-1.756476406610706,-0.780798109329962,-0.31703333545142326,-0.6978048197587581,2.312835132301122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,1
0.26244485310025806,0.05321088491552369,0.9268739281223902,-0.780798109329962,0.29076765000834104,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,3.0,0
-0.9907737052774169,-0.4414833175530131,-0.8620262950330072,-0.780798109329962,-1.445806594162414,1.0576790035337154,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0
0.011801141424723058,-0.5824621049231675,0.9268739281223902,0.12055612943478493,-0.14337591103434777,1.0576790035337154,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,1
0.763732276451328,0.23876651250811773,0.9268739281223902,1.0219103681995318,0.3775963622168788,-0.6978048197587581,-0.43236977250733133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1
-0.23884257025081193,0.14997524539838034,0.03242381654469148,1.0219103681995318,0.11711022559126552,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,4.0,1.0,2.0,2.0,1
-0.7401299936018819,1.6913191597563926,0.9268739281223902,1.0219103681995318,1.5063696209278696,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,3.0,0
-0.23884257025081193,-0.1943174229863156,0.9268739281223902,0.12055612943478493,-0.31703333545142326,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1
-0.7401299936018819,-0.802809412689373,-1.756476406610706,1.0219103681995318,-1.445806594162414,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1
-0.4894862819263469,-0.14865334275845066,-0.8620262950330072,0.12055612943478493,-1.0116630331197254,1.0576790035337154,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,3.0,2.0,0.0,2.0,1
1.515663411477933,3.9795969578416246,0.9268739281223902,1.0219103681995318,-0.4906907598684988,1.0576790035337154,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,2.0,3.0,1
0.26244485310025806,1.6391316394959756,-1.756476406610706,-0.780798109329962,-0.4906907598684988,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,1
0.26244485310025806,-0.42408747746620745,-0.8620262950330072,-0.780798109329962,-0.4906907598684988,1.0576790035337154,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,3.0,1.0,2.0,1.0,1
-0.4894862819263469,0.22245791242673738,-1.756476406610706,1.0219103681995318,-1.0984917453282632,-0.6978048197587581,-0.43236977250733133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1
-0.7401299936018819,-0.9227682266213039,0.9268739281223902,1.0219103681995318,-1.0116630331197254,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,1
0.26244485310025806,-0.5230263179599148,0.9268739281223902,1.0219103681995318,1.9405131819705586,-0.6978048197587581,-0.43236977250733133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,1
0.26244485310025806,-0.10443891587115288,-0.8620262950330072,-1.682152348094709,-0.14337591103434777,-0.6978048197587581,-0.43236977250733133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,3.0,1
-0.7401299936018819,-0.8992113598370879,0.9268739281223902,1.0219103681995318,1.419540908719332,2.8131628268261886,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,2.0,2.0,1
-0.23884257025081193,-0.3439941303998729,0.9268739281223902,0.12055612943478493,-0.4906907598684988,-0.6978048197587581,2.312835132301122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,1
2.267594546504538,1.916740254214583,-1.756476406610706,-0.780798109329962,-1.0116630331197254,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1
-0.7401299936018819,-0.6179786117670625,0.9268739281223902,0.12055612943478493,-0.14337591103434777,-0.6978048197587581,2.312835132301122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1
-0.9907737052774169,-0.9930764136388102,0.9268739281223902,0.12055612943478493,-1.0116630331197254,-0.6978048197587581,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1
-0.907225801385572,-0.6969847188279717,0.9268739281223902,-0.780798109329962,-1.0984917453282632,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1
1.265019699802398,2.4132465233588287,-1.756476406610706,0.12055612943478493,-0.40386204765996103,1.0576790035337154,2.312835132301122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1
0.011801141424723058,-0.09972754251430967,-1.756476406610706,-1.682152348094709,-0.6643481842855743,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1
0.26244485310025806,-0.4389464242070206,-0.8620262950330072,1.0219103681995318,-1.2721491697453386,-0.6978048197587581,2.312835132301122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0
-0.23884257025081193,3.5436137156660568,0.03242381654469148,1.0219103681995318,0.2039389377998033,-0.6978048197587581,-0.43236977250733133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,0
-0.7401299936018819,-0.7941114926459701,0.9268739281223902,-1.682152348094709,-1.1853204575368008,-0.6978048197587581,-0.43236977250733133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,1
0.26244485310025806,-0.10951270256313787,-0.8620262950330072,-1.682152348094709,-0.5775194720770366,-0.6978048197587581,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1
-0.4894862819263469,-0.687924385449427,0.9268739281223902,1.0219103681995318,0.8117399232595676,-0.6978048197587581,2.312835132301122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,4.0,3.0,0.0,2.0,1
1.766307123153468,1.697480186453803,-0.8620262950330072,1.0219103681995318,0.8117399232595676,-0.6978048197587581,2.312835132301122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,1
0.5966364686676381,1.6764602130155795,0.03242381654469148,1.0219103681995318,0.3775963622168788,1.0576790035337154,2.312835132301122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,1
0.26244485310025806,-0.41104059740110316,0.03242381654469148,-0.780798109329962,-0.14337591103434777,-0.6978048197587581,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,0
-0.907225801385572,-0.38132270391947676,-1.756476406610706,0.12055612943478493,-1.0984917453282632,1.0576790035337154,-0.43236977250733133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,2.0,1
-1.241417416952952,-1.0256936138015709,0.9268739281223902,1.0219103681995318,0.2039389377998033,-0.6978048197587581,-0.43236977250733133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,1
1.265019699802398,2.1225910285751173,-0.8620262950330072,1.0219103681995318,-0.05654719882581,-0.6978048197587581,2.312835132301122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,1
